"date","Earthquake","Ground","Flood","Aftershock","Fire","Water","Energy","Medical","Shelter","Transportation","Food","Rumble","Miscellaneous"
"4/7 07:00","0","0","0","0","0","0","0","0","0","0","35","0","335"
"4/7 08:00","18","8","0","1","0","2","0","0","0","0","11","3","568"
"4/7 09:00","0","0","0","0","1","1","0","0","0","0","1","3","296"
"4/7 10:00","0","0","0","0","1","0","0","0","0","0","5","4","402"
"4/7 11:00","0","0","0","1","0","2","1","0","0","0","8","6","487"
"4/7 12:00","0","0","0","0","0","2","0","0","5","0","8","4","559"
"4/7 13:00","0","0","0","0","0","1","0","0","0","0","24","2","458"
"4/7 14:00","1","0","0","1","0","2","1","0","0","0","8","2","424"
"4/7 15:00","0","0","0","0","2","2","0","1","0","0","6","2","463"
"4/7 16:00","0","0","0","2","1","5","3","0","0","0","9","9","515"
"4/7 17:00","1","0","0","0","0","17","0","0","0","0","2","2","427"
"4/7 18:00","12","0","0","0","1","0","0","0","15","0","4","2","707"
"4/7 19:00","4","0","0","0","0","1","3","0","0","0","1","0","338"
"4/7 20:00","0","0","0","0","1","2","9","0","0","0","1","4","359"
"4/7 21:00","1","0","0","0","0","1","3","0","0","0","1","2","200"
"4/7 22:00","0","0","0","0","0","0","2","0","0","0","1","3","101"
"4/7 23:00","1","0","0","0","0","2","1","0","0","0","1","6","102"
"4/8 00:00","0","0","0","0","0","0","1","0","0","0","0","1","67"
"4/8 01:00","0","0","0","0","0","0","1","0","0","0","0","0","18"
"4/8 02:00","0","0","0","0","0","0","1","0","0","0","0","3","35"
"4/8 03:00","0","1","0","0","0","1","1","0","0","0","0","4","64"
"4/8 04:00","0","0","0","1","1","0","0","0","0","0","1","5","89"
"4/8 05:00","0","2","0","0","0","1","1","0","0","0","0","5","108"
"4/8 06:00","0","0","0","0","0","1","1","0","0","0","1","3","174"
"4/8 07:00","0","1","0","1","0","11","0","0","29","0","5","7","909"
"4/8 08:00","14","13","0","1","8","5","0","0","0","0","1","1","614"
"4/8 09:00","44","5","0","8","38","17","1","0","1","6","0","6","735"
"4/8 10:00","0","0","3","1","36","32","4","4","0","11","1","17","170"
"4/8 11:00","13","0","2","2","7","12","2","0","4","7","3","22","201"
"4/8 12:00","7","0","2","2","4","14","6","0","5","0","12","21","293"
"4/8 13:00","26","0","4","0","12","218","8","0","11","0","19","35","858"
"4/8 14:00","17","12","14","5","44","108","20","4","74","0","48","20","1758"
"4/8 15:00","1","7","3","0","11","43","6","9","35","0","52","9","1135"
"4/8 16:00","0","0","2","0","15","9","3","0","47","0","1","13","559"
"4/8 17:00","11","0","2","0","4","40","5","0","52","0","2","4","464"
"4/8 18:00","17","0","16","0","30","43","2","0","51","0","1","4","561"
"4/8 19:00","9","0","27","0","11","38","4","0","82","0","66","2","638"
"4/8 20:00","2","0","3","0","19","4","3","0","17","0","6","7","353"
"4/8 21:00","0","0","1","0","19","4","0","3","9","0","4","2","204"
"4/8 22:00","2","0","3","0","5","3","1","10","29","0","4","4","131"
"4/8 23:00","1","0","31","0","2","8","4","0","25","0","2","0","420"
"4/9 00:00","13","0","0","8","6","12","4","0","18","0","17","2","548"
"4/9 01:00","1","0","0","0","6","5","6","0","0","0","0","3","79"
"4/9 02:00","0","10","0","0","2","17","3","0","0","0","9","3","167"
"4/9 03:00","0","0","0","0","0","10","2","0","1","0","1","1","153"
"4/9 04:00","0","0","0","0","8","12","3","0","2","0","0","0","188"
"4/9 05:00","0","0","1","0","8","4","2","0","4","0","3","4","285"
"4/9 06:00","10","6","1","0","1","3","4","0","4","0","4","3","241"
"4/9 07:00","2","2","2","0","0","9","0","0","2","0","1","1","240"
"4/9 08:00","20","0","0","0","3","54","2","0","3","10","57","4","436"
"4/9 09:00","0","0","5","0","0","20","2","0","21","1","9","0","329"
"4/9 10:00","7","0","15","0","2","18","16","0","39","0","31","0","491"
"4/9 11:00","6","0","4","0","2","17","72","0","13","0","32","3","506"
"4/9 12:00","0","0","3","0","0","45","33","0","28","0","48","4","794"
"4/9 13:00","0","0","4","0","1","51","2","0","3","0","19","4","532"
"4/9 14:00","10","0","4","0","0","21","1","0","25","11","5","2","387"
"4/9 15:00","34","26","1","0","1","38","0","0","48","15","34","5","703"
"4/9 16:00","7","17","1","1","0","7","2","0","21","9","3","30","337"
"4/9 17:00","1","3","2","1","1","3","0","0","6","0","2","17","159"
"4/9 18:00","3","0","0","1","0","7","0","0","21","0","1","19","187"
"4/9 19:00","2","0","2","0","0","12","1","0","8","0","11","13","222"
"4/9 20:00","1","0","0","0","0","4","1","0","3","0","1","1","232"
"4/9 21:00","0","0","0","0","0","0","0","0","5","0","1","6","100"
"4/9 22:00","0","0","0","0","0","1","1","0","30","0","0","5","66"
"4/9 23:00","0","0","0","0","0","0","10","0","6","0","1","1","34"
"4/10 00:00","0","0","0","10","18","6","5","0","0","0","6","3","425"
"4/10 01:00","0","0","0","0","3","1","1","0","0","0","1","1","53"
"4/10 02:00","0","0","6","0","4","0","2","0","7","0","0","2","32"
"4/10 03:00","0","0","0","0","1","0","1","0","9","0","1","2","156"
"4/10 04:00","0","2","7","0","0","23","1","0","0","0","0","1","201"
"4/10 05:00","0","15","1","0","5","3","15","0","0","0","0","1","327"
"4/10 06:00","0","0","2","0","8","0","4","0","0","0","1","1","127"
"4/10 07:00","0","16","1","0","24","17","2","0","1","0","27","0","676"
"4/10 08:00","0","8","0","0","4","3","7","0","1","0","9","2","277"
"4/10 09:00","0","0","0","8","3","13","26","0","32","0","46","1","494"
"4/10 01:00","6","0","3","0","2","35","3","9","105","0","73","4","662"
