"date","Earthquake","Ground","Flood","Aftershock","Fire","Water","Energy","Medical","Shelter","Transportation","Food","Rumble","Miscellaneous"
"4/7 14:00","0","0","0","0","0","0","0","0","0","0","0","0","14"
"4/7 15:00","0","0","0","0","0","0","0","0","0","0","0","0","14"
"4/7 16:00","0","0","0","0","0","0","0","0","0","0","0","1","18"
"4/7 17:00","0","0","0","0","0","1","0","0","0","0","0","0","23"
"4/7 18:00","2","0","0","0","0","0","0","0","1","0","0","0","49"
"4/7 19:00","1","0","0","0","0","0","0","0","0","0","0","0","11"
"4/7 20:00","0","0","0","0","0","0","0","0","0","0","1","0","12"
"4/7 21:00","0","0","0","0","0","0","1","0","0","0","0","0","12"
"4/7 22:00","0","0","0","0","0","0","0","0","0","0","0","0","4"
"4/7 23:00","0","0","0","0","0","1","0","0","0","0","0","0","4"
"4/8 01:00","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4/8 02:00","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4/8 03:00","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4/8 04:00","0","0","0","0","0","0","0","0","0","0","1","0","6"
"4/8 05:00","0","0","0","0","0","0","0","0","0","0","0","0","4"
"4/8 06:00","0","0","0","0","0","0","0","0","0","0","0","0","12"
"4/8 07:00","0","0","0","1","0","2","0","0","0","0","2","1","42"
"4/8 08:00","1","1","0","0","1","0","0","0","0","0","0","0","28"
"4/8 09:00","2","0","0","0","2","0","0","0","0","1","0","0","36"
"4/8 10:00","0","0","0","1","2","2","0","0","0","0","0","2","7"
"4/8 11:00","0","0","0","0","0","0","0","0","0","0","0","2","9"
"4/8 12:00","0","0","0","0","0","2","1","0","0","0","1","1","20"
"4/8 13:00","4","0","0","0","0","11","1","0","1","0","0","1","44"
"4/8 14:00","3","2","0","0","2","5","2","0","5","0","0","0","109"
"4/8 15:00","0","0","0","0","1","3","0","1","1","0","4","0","59"
"4/8 16:00","0","0","0","0","1","1","0","0","3","0","1","1","21"
"4/8 17:00","2","0","1","0","0","4","0","0","4","0","0","0","42"
"4/8 18:00","1","0","1","0","0","3","0","0","2","0","0","0","29"
"4/8 19:00","0","0","0","0","0","2","0","0","3","0","3","0","43"
"4/8 20:00","0","0","0","0","0","0","1","0","1","0","0","1","10"
"4/8 21:00","0","0","0","0","0","1","0","0","0","0","0","0","8"
"4/8 22:00","0","0","0","0","0","0","0","0","1","0","0","0","4"
"4/8 23:00","0","0","1","0","0","0","0","0","0","0","1","0","38"
"4/9 00:00","1","0","0","0","1","1","1","0","0","0","0","2","24"
"4/9 01:00","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4/9 02:00","0","0","0","0","0","0","0","0","0","0","0","0","9"
"4/9 03:00","0","0","0","0","0","0","0","0","0","0","0","0","3"
"4/9 04:00","0","0","0","0","0","1","1","0","0","0","0","0","8"
"4/9 05:00","0","0","0","0","1","0","0","0","0","0","0","0","14"
"4/9 06:00","0","1","0","0","0","0","0","0","0","0","0","1","5"
"4/9 07:00","0","0","0","0","0","0","0","0","0","0","0","1","9"
"4/9 08:00","3","0","0","0","0","1","0","0","0","0","1","0","28"
"4/9 09:00","0","0","0","0","0","1","0","0","1","0","2","0","20"
"4/9 10:00","0","0","1","0","1","0","1","0","2","0","2","0","20"
"4/9 11:00","0","0","0","0","0","0","4","0","1","0","0","0","20"
"4/9 12:00","0","0","0","0","0","0","0","0","0","0","5","0","26"
"4/9 13:00","0","0","0","0","0","3","0","0","0","0","2","1","25"
"4/9 14:00","1","0","0","0","0","0","0","0","1","0","0","0","13"
"4/9 15:00","3","3","0","0","0","2","0","0","0","0","2","1","51"
"4/9 16:00","1","0","0","0","0","0","0","0","1","1","1","3","19"
"4/9 17:00","0","0","0","0","0","0","0","0","1","0","1","0","9"
"4/9 18:00","0","0","0","0","0","0","0","0","1","0","0","1","3"
"4/9 19:00","0","0","0","0","0","2","0","0","0","0","1","0","9"
"4/9 20:00","0","0","0","0","0","0","0","0","0","0","0","0","9"
"4/9 21:00","0","0","0","0","0","0","0","0","1","0","0","0","4"
"4/9 22:00","0","0","0","0","0","0","0","0","2","0","0","0","1"
"4/9 23:00","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4/10 00:00","0","0","0","0","0","1","0","0","0","0","1","0","30"
"4/10 01:00","0","0","0","0","1","0","0","0","0","0","0","0","3"
"4/10 02:00","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4/10 03:00","0","0","0","0","0","0","0","0","0","0","0","0","10"
"4/10 04:00","0","0","0","0","0","2","0","0","0","0","0","0","7"
"4/10 05:00","0","0","0","0","1","0","0","0","0","0","0","0","22"
"4/10 06:00","0","0","0","0","0","0","1","0","0","0","0","0","7"
"4/10 07:00","0","0","0","0","3","0","0","0","0","0","1","0","39"
"4/10 08:00","0","0","0","0","0","1","0","0","0","0","2","0","9"
"4/10 09:00","0","0","0","0","0","1","1","0","2","0","2","0","27"
