"date","Earthquake","Ground","Flood","Aftershock","Fire","Water","Energy","Medical","Shelter","Transportation","Food","Rumble","Miscellaneous"
"4/7 17:00","0","0","0","0","0","3","0","0","0","0","1","0","37"
"4/7 18:00","1","0","0","0","0","0","0","0","1","0","0","1","55"
"4/7 19:00","0","0","0","0","0","0","0","0","0","0","0","0","29"
"4/7 20:00","0","0","0","0","0","0","1","0","0","0","0","0","44"
"4/7 21:00","0","0","0","0","0","0","0","0","0","0","1","0","15"
"4/7 22:00","0","0","0","0","0","0","0","0","0","0","0","0","8"
"4/7 23:00","0","0","0","0","0","0","0","0","0","0","0","0","9"
"4/8 00:00","0","0","0","0","0","0","0","0","0","0","0","0","9"
"4/8 01:00","0","0","0","0","0","0","0","0","0","0","0","0","2"
"4/8 02:00","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4/8 03:00","0","0","0","0","0","0","1","0","0","0","0","0","3"
"4/8 04:00","0","0","0","0","1","0","0","0","0","0","0","1","7"
"4/8 05:00","0","0","0","0","0","0","0","0","0","0","0","0","12"
"4/8 06:00","0","0","0","0","0","0","0","0","0","0","0","0","21"
"4/8 07:00","0","0","0","0","0","2","0","0","4","0","1","2","100"
"4/8 08:00","1","1","0","0","0","0","0","0","0","0","0","0","64"
"4/8 09:00","5","2","0","1","3","5","0","0","0","0","0","0","99"
"4/8 10:00","0","0","0","0","4","3","0","0","0","2","0","1","18"
"4/8 11:00","2","0","0","0","1","3","0","0","1","2","1","3","18"
"4/8 12:00","0","0","0","0","0","1","1","0","0","0","2","4","31"
"4/8 13:00","3","0","1","0","1","28","2","0","1","0","2","6","98"
"4/8 14:00","0","0","3","0","7","7","1","1","11","0","6","1","200"
"4/8 15:00","0","2","1","0","0","1","2","1","4","0","8","0","132"
"4/8 16:00","0","0","0","0","2","1","0","0","7","0","0","2","66"
"4/8 17:00","0","0","0","0","0","3","1","0","4","0","0","0","44"
"4/8 18:00","2","0","0","0","0","4","0","0","4","0","0","1","77"
"4/8 19:00","2","0","5","0","1","5","1","0","6","0","7","0","82"
"4/8 20:00","0","0","1","0","1","0","0","0","1","0","0","1","46"
"4/8 21:00","0","0","1","0","2","0","0","0","1","0","1","0","22"
"4/8 22:00","0","0","1","0","0","1","0","0","2","0","1","1","14"
"4/8 23:00","0","0","0","0","0","0","1","0","1","0","0","0","38"
"4/9 00:00","2","0","0","0","1","1","0","0","3","0","1","0","64"
"4/9 01:00","0","0","0","0","0","1","0","0","0","0","0","2","11"
"4/9 02:00","0","2","0","0","0","2","1","0","0","0","1","1","16"
"4/9 03:00","0","0","0","0","0","0","0","0","0","0","0","0","18"
"4/9 04:00","0","0","0","0","1","1","1","0","1","0","0","0","22"
"4/9 05:00","0","0","0","0","0","1","0","0","0","0","0","1","33"
"4/9 06:00","1","0","0","0","0","1","0","0","0","0","0","0","25"
"4/9 07:00","0","1","0","0","0","0","0","0","0","0","0","0","29"
"4/9 08:00","0","0","0","0","0","1","0","0","1","3","5","1","49"
"4/9 09:00","0","0","0","0","0","4","0","0","2","0","2","0","24"
"4/9 10:00","1","0","0","0","0","0","0","0","5","0","1","0","43"
"4/9 11:00","1","0","1","0","0","1","10","0","2","0","1","0","52"
"4/9 12:00","0","0","0","0","0","3","3","0","2","0","7","0","64"
"4/9 13:00","0","0","0","0","0","5","0","0","1","0","1","0","48"
"4/9 14:00","2","0","0","0","0","0","0","0","0","0","0","0","39"
"4/9 15:00","3","3","0","0","0","9","0","0","7","3","9","1","91"
"4/9 16:00","0","1","0","0","0","0","1","0","0","0","0","4","43"
"4/9 17:00","0","0","0","0","0","0","0","0","1","0","0","1","24"
"4/9 18:00","0","0","0","0","0","2","0","0","3","0","0","0","29"
"4/9 19:00","0","0","0","0","0","2","0","0","1","0","2","0","23"
"4/9 20:00","0","0","0","0","0","1","1","0","1","0","0","0","24"
"4/9 21:00","0","0","0","0","0","0","0","0","0","0","0","0","5"
"4/9 22:00","0","0","0","0","0","0","0","0","2","0","0","0","5"
"4/9 23:00","0","0","0","0","0","0","0","0","1","0","0","0","3"
"4/10 00:00","0","0","0","3","3","1","0","0","0","0","2","1","54"
"4/10 01:00","0","0","0","0","0","0","0","0","0","0","0","0","6"
"4/10 02:00","0","0","2","0","0","0","1","0","2","0","0","2","3"
"4/10 03:00","0","0","0","0","0","0","0","0","5","0","0","0","19"
"4/10 04:00","0","0","0","0","0","2","1","0","0","0","0","0","25"
"4/10 05:00","0","0","1","0","1","0","1","0","0","0","0","0","43"
"4/10 06:00","0","0","0","0","1","0","0","0","0","0","0","0","12"
"4/10 07:00","0","3","0","0","3","3","0","0","1","0","4","0","69"
"4/10 08:00","0","1","0","0","1","1","0","0","0","0","0","0","32"
"4/10 09:00","0","0","0","1","0","0","6","0","6","0","2","0","57"
