"date","Earthquake","Ground","Flood","Aftershock","Fire","Water","Energy","Medical","Shelter","Transportation","Food","Rumble","Miscellaneous"
"4/9 14:00","3","0","0","0","0","1","0","0","4","3","1","2","17"
"4/9 15:00","1","5","1","0","0","2","0","0","1","0","2","0","67"
"4/9 16:00","0","1","0","0","0","0","0","0","1","0","0","2","14"
"4/9 17:00","0","0","0","0","0","0","0","0","0","0","1","3","5"
"4/9 18:00","1","0","0","0","0","0","0","0","2","0","0","4","5"
"4/9 19:00","0","0","0","0","0","2","0","0","1","0","3","2","16"
"4/9 20:00","0","0","0","0","0","0","0","0","1","0","1","1","17"
"4/9 21:00","0","0","0","0","0","0","0","0","0","0","0","1","7"
"4/9 22:00","0","0","0","0","0","1","0","0","5","0","0","0","0"
"4/9 23:00","0","0","0","0","0","0","2","0","0","0","0","0","2"
"4/10 00:00","0","0","0","0","2","0","0","0","0","0","0","0","14"
"4/10 01:00","0","0","0","0","0","0","0","0","0","0","1","0","1"
"4/10 02:00","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4/10 03:00","0","0","0","0","0","0","0","0","0","0","0","0","5"
"4/10 04:00","0","0","0","0","0","1","0","0","0","0","0","0","4"
"4/10 05:00","0","1","0","0","0","0","1","0","0","0","0","0","5"
"4/10 06:00","0","0","0","0","0","0","0","0","0","0","0","1","7"
"4/10 07:00","0","1","0","0","1","1","0","0","0","0","1","0","48"
"4/10 08:00","0","0","0","0","0","0","1","0","1","0","0","0","10"
"4/10 09:00","0","0","0","0","0","0","3","0","3","0","4","0","30"
